Frequency (Hz)	Level (dB)
6110.046387	-76.209167
6115.429688	-81.960686
6120.812988	-74.497063
6126.196289	-77.897331
6131.579590	-90.537262
6136.962891	-82.268166
6142.346191	-91.905731
6147.729492	-85.808578
6153.112793	-83.318771
6158.496094	-75.919556
6163.879395	-72.878937
6169.262695	-73.763542
6174.645996	-77.479408
6180.029297	-75.945488
6185.412598	-72.931602
6190.795898	-73.552948
6196.179199	-76.779953
6201.562500	-81.497002
6206.945801	-90.992569
6212.329102	-83.533119
6217.712402	-81.312225
6223.095703	-77.594490
6228.479004	-76.574356
6233.862305	-78.814026
6239.245605	-83.268364
6244.628906	-92.271713
6250.012207	-87.379234
6255.395508	-84.609055
6260.778809	-83.322281
6266.162109	-85.152893
6271.545410	-81.626236
6276.928711	-79.852768
6282.312012	-84.975006
6287.695312	-85.995407
6293.078613	-78.899147
6298.461914	-75.186546
6303.845215	-77.000244
6309.228516	-82.618713
6314.611816	-80.339325
6319.995117	-77.989784
6325.378418	-81.406609
6330.761719	-74.339760
