Frequency (Hz)	Level (dB)
2583.984375	-85.679871
2589.367676	-78.165543
2594.750977	-79.454758
2600.134277	-79.749084
2605.517578	-77.383186
2610.900879	-76.014481
2616.284180	-73.240799
2621.667480	-72.225739
2627.050781	-69.877716
2632.434082	-68.560799
2637.817383	-68.644554
2643.200684	-70.646118
2648.583984	-73.479263
2653.967285	-77.041916
2659.350586	-74.371368
2664.733887	-75.510284
2670.117188	-78.673393
2675.500488	-83.744240
2680.883789	-86.115913
2686.267090	-88.922211
2691.650391	-85.746536
2697.033691	-81.146248
2702.416992	-77.781151
2707.800293	-91.585098
2713.183594	-79.882950
2718.566895	-79.237892
2723.950195	-79.458084
2729.333496	-74.684395
2734.716797	-74.188805
2740.100098	-74.879623
2745.483398	-74.612091
2750.866699	-71.160812
2756.250000	-77.816208
2761.633301	-80.584724
2767.016602	-76.652817
2772.399902	-76.221313
2777.783203	-82.135063
2783.166504	-70.589478
2788.549805	-71.499031
2793.933105	-76.127541
2799.316406	-73.909676
2804.699707	-80.230820
2810.083008	-73.338661
2815.466309	-72.887794
2820.849609	-74.860741
2826.232910	-74.756165
2831.616211	-70.092216
2836.999512	-68.410439
2842.382812	-70.747314
2847.766113	-72.054642
2853.149414	-71.706749
2858.532715	-71.307205
2863.916016	-69.298264
2869.299316	-61.136768
2874.682617	-52.572983
2880.065918	-56.524982
2885.449219	-70.549614
2890.832520	-69.521202
2896.215820	-72.129257
2901.599121	-64.545746
2906.982422	-63.520969
2912.365723	-71.202225
2917.749023	-80.856636
2923.132324	-70.914948
2928.515625	-67.942657
2933.898926	-68.066086
2939.282227	-69.329330
2944.665527	-68.472122
2950.048828	-71.167892
2955.432129	-72.886917
2960.815430	-74.414902
2966.198730	-89.011307
2971.582031	-74.207779
2976.965332	-72.116074
2982.348633	-68.795723
2987.731934	-67.324745
2993.115234	-68.000931
2998.498535	-68.055580
3003.881836	-72.336594
3009.265137	-72.781723
3014.648438	-74.691933
3020.031738	-68.967979
3025.415039	-67.038284
3030.798340	-70.549126
3036.181641	-72.312462
3041.564941	-77.936943
3046.948242	-83.865364
3052.331543	-81.900116
3057.714844	-78.631294
3063.098145	-71.623138
3068.481445	-71.543129
3073.864746	-78.039879
3079.248047	-83.020264
3084.631348	-69.672783
3090.014648	-69.740860
3095.397949	-75.615349
3100.781250	-76.680122
3106.164551	-83.704964
3111.547852	-73.592262
3116.931152	-68.763123
3122.314453	-68.800224
3127.697754	-70.974945
3133.081055	-72.266594
3138.464355	-74.853432
3143.847656	-78.551125
3149.230957	-72.867836
3154.614258	-72.413757
3159.997559	-71.792458
3165.380859	-72.633102
3170.764160	-71.748962
3176.147461	-68.373756
3181.530762	-69.693924
3186.914062	-67.589355
3192.297363	-67.040878
3197.680664	-72.619881
3203.063965	-80.886688
3208.447266	-70.781021
3213.830566	-68.047707
3219.213867	-70.571846
3224.597168	-68.003464
3229.980469	-70.708183
3235.363770	-76.293999
3240.747070	-74.116432
3246.130371	-69.183502
3251.513672	-69.468582
3256.896973	-69.917023
3262.280273	-77.345596
3267.663574	-67.606949
3273.046875	-66.980919
3278.430176	-72.106705
3283.813477	-69.504906
3289.196777	-64.599640
3294.580078	-64.888145
3299.963379	-62.270294
3305.346680	-65.725693
3310.729980	-63.764977
3316.113281	-62.107124
3321.496582	-66.866783
3326.879883	-66.844612
3332.263184	-61.744316
3337.646484	-62.313766
3343.029785	-64.973053
3348.413086	-65.943336
3353.796387	-67.968575
3359.179688	-68.476921
