Frequency (Hz)	Level (dB)
3644.494629	-70.682182
3649.877930	-72.936142
3655.261230	-79.742325
3660.644531	-75.642403
3666.027832	-71.043350
3671.411133	-68.191124
3676.794434	-70.329140
3682.177734	-78.903839
3687.561035	-79.123878
3692.944336	-77.548325
3698.327637	-77.514130
3703.710938	-86.693375
3709.094238	-81.587387
3714.477539	-81.303368
3719.860840	-82.561707
3725.244141	-78.117294
3730.627441	-83.386772
3736.010742	-86.383499
3741.394043	-87.738419
3746.777344	-84.679115
3752.160645	-87.430130
3757.543945	-79.315941
3762.927246	-80.426056
3768.310547	-80.412628
3773.693848	-83.594856
3779.077148	-89.830635
3784.460449	-89.046745
3789.843750	-79.968567
3795.227051	-80.561569
3800.610352	-83.957504
3805.993652	-92.125252
3811.376953	-82.390816
3816.760254	-78.692505
3822.143555	-86.356949
3827.526855	-71.623863
3832.910156	-70.801094
3838.293457	-80.742836
3843.676758	-78.728920
3849.060059	-78.169434
3854.443359	-72.583702
3859.826660	-78.358589
3865.209961	-86.324043
3870.593262	-79.154449
3875.976562	-72.720062
3881.359863	-74.925179
3886.743164	-77.014099
3892.126465	-78.488487
3897.509766	-76.287346
3902.893066	-73.675110
3908.276367	-73.511543
3913.659668	-80.582283
3919.042969	-68.956886
3924.426270	-71.871590
3929.809570	-75.237030
3935.192871	-72.215584
3940.576172	-72.742149
3945.959473	-74.153908
3951.342773	-77.396393
3956.726074	-76.341217
3962.109375	-75.577980
3967.492676	-74.266998
3972.875977	-72.443085
3978.259277	-77.337135
3983.642578	-74.864189
3989.025879	-80.113754
3994.409180	-79.093063
3999.792480	-75.690804
4005.175781	-73.862991
4010.559082	-72.208694
4015.942383	-73.472252
4021.325684	-76.804207
4026.708984	-72.344032
4032.092285	-71.441628
4037.475586	-83.357246
4042.858887	-75.464516
4048.242188	-74.140556
4053.625488	-76.155441
4059.008789	-72.518013
4064.392090	-70.465652
4069.775391	-75.176926
4075.158691	-74.223312
4080.541992	-70.554886
4085.925293	-71.498528
4091.308594	-77.057594
4096.691895	-72.415634
4102.075195	-76.069435
4107.458496	-76.059891
4112.841797	-75.730354
4118.225098	-73.340378
4123.608398	-74.643494
4128.991699	-69.255875
4134.375000	-66.003159
4139.758301	-67.914803
4145.141602	-67.812019
4150.524902	-67.053909
4155.908203	-71.184639
4161.291504	-78.160797
4166.674805	-78.424034
4172.058105	-78.442337
4177.441406	-76.726166
4182.824707	-80.265999
4188.208008	-70.639648
4193.591309	-67.552841
4198.974609	-70.273766
4204.357910	-72.627281
4209.741211	-71.319725
4215.124512	-67.245964
4220.507812	-67.072670
4225.891113	-71.784370
4231.274414	-66.559822
4236.657715	-64.478424
4242.041016	-72.308090
4247.424316	-74.765060
4252.807617	-65.338493
4258.190918	-63.718227
4263.574219	-62.028450
4268.957520	-63.251102
4274.340820	-66.309776
4279.724121	-59.479134
4285.107422	-56.963966
4290.490723	-55.460930
4295.874023	-55.744251
4301.257324	-46.800060
4306.640625	-29.144003
4312.023926	-27.126604
4317.407227	-38.100544
4322.790527	-52.011879
4328.173828	-61.536900
4333.557129	-56.860126
4338.940430	-37.980564
4344.323730	-33.888973
4349.707031	-40.749321
4355.090332	-56.844330
4360.473633	-56.874058
4365.856934	-55.007122
4371.240234	-59.995079
4376.623535	-66.124466
4382.006836	-66.883728
4387.390137	-64.926498
4392.773438	-62.184723
4398.156738	-67.624924
4403.540039	-70.979874
4408.923340	-72.920570
4414.306641	-67.179893
4419.689941	-65.334167
4425.073242	-68.256088
4430.456543	-67.748024
4435.839844	-67.692635
4441.223145	-71.431259
4446.606445	-78.654121
4451.989746	-76.181648
4457.373047	-73.874489
4462.756348	-72.193138
4468.139648	-69.031342
4473.522949	-72.744225
4478.906250	-73.258797
4484.289551	-68.803925
4489.672852	-68.713554
4495.056152	-68.362000
4500.439453	-72.929947
4505.822754	-71.563179
4511.206055	-80.642548
4516.589355	-82.032089
4521.972656	-83.242424
4527.355957	-82.892090
4532.739258	-77.059395
4538.122559	-73.628159
4543.505859	-80.417572
4548.889160	-83.979202
4554.272461	-84.810707
4559.655762	-79.453438
4565.039062	-74.774193
4570.422363	-71.150658
4575.805664	-72.759346
4581.188965	-71.290871
4586.572266	-75.237000
4591.955566	-85.939552
4597.338867	-83.756699
4602.722168	-80.821259
4608.105469	-91.631424
4613.488770	-83.541679
4618.872070	-87.573364
4624.255371	-84.831413
4629.638672	-82.915901
4635.021973	-85.128502
4640.405273	-81.449265
4645.788574	-77.499565
4651.171875	-79.655388
4656.555176	-90.044655
4661.938477	-89.859299
4667.321777	-86.467651
